epoch,acc,f1,loss,lr,precision,recall,val_acc,val_f1,val_loss,val_precision,val_recall
0,0.9023743912717093,0.6460467213248503,0.22554421315440348,0.001,0.7394220610534742,0.5764525491097919,0.9061463420130625,0.676076335165681,0.2153791259316837,0.7249940133896194,0.6342958567523155
1,0.9185588851603267,0.7172747800640273,0.18754093091508484,0.001,0.779247319681169,0.6655370583844923,0.9146381577523817,0.7125025513793241,0.19443110936329144,0.7475367021159965,0.6815676639060012
2,0.9237832036526449,0.7382306310450799,0.17557459254598257,0.001,0.791646252140199,0.6925147105198786,0.9240062463183363,0.7374221750668117,0.1768973652555161,0.7987574574326267,0.685643570162669
3,0.9269249581277929,0.7505341079743154,0.16843142113705348,0.001,0.799024035640549,0.7085219065734515,0.9279577616883927,0.7582984900274197,0.16630726501721294,0.7926089249739126,0.7276719031213712
4,0.9289341070524989,0.7580557154012808,0.16381985377962852,0.001,0.8048397237401458,0.7173322133446358,0.9213276772939858,0.7175596905355693,0.17924952634743282,0.812970022994931,0.6429885881287711
5,0.9306883744578983,0.7650640073485131,0.15976832942504776,0.001,0.8089946140437954,0.726494702162547,0.9145441725474446,0.7016432060914881,0.29310067368655646,0.7663570649483624,0.6476385539319335
6,0.9322138111569025,0.7706254210465241,0.15608521455146582,0.001,0.8134442978063189,0.7330044694647161,0.9296633134369089,0.7567899347353382,0.16277137084417984,0.8241071534757854,0.7003716396684406
7,0.933404439533246,0.7751381369354572,0.15340338699396264,0.001,0.8158221835923589,0.7391917854440221,0.9246378802451767,0.7430570447144388,0.18597524381485306,0.7917195832028109,0.700736557235237
8,0.9363670957611996,0.7856179615462573,0.14669035284466844,0.000100000005,0.825838814007455,0.7499202228304807,0.9295499776591774,0.7619936389081619,0.16627977570565808,0.8015902422055476,0.7268622011697593
9,0.9374505605433294,0.7893825126818567,0.14431035904317044,0.000100000005,0.8279746161938744,0.7549872508230958,0.9363901461873736,0.7862080315581891,0.1465143927756478,0.8225476284988787,0.7536580753927471
10,0.9375583143908828,0.7903545510434178,0.14361581213563102,0.000100000005,0.828005010099871,0.7567148111422685,0.9383417141537707,0.7937656729161239,0.14210638059537953,0.8252282886945901,0.7653726994490423
11,0.9379851888245692,0.791764709141033,0.14286687474260662,0.000100000005,0.8288880996862017,0.7585873761736635,0.936918119322352,0.789171367332715,0.14529595599204553,0.820657189753877,0.7606980222613872
12,0.9382172747427306,0.792809195725329,0.142051819044107,0.000100000005,0.8297105329855472,0.759775411833783,0.9297697336733842,0.7638697618195991,0.17073036457310203,0.7980676703092431,0.7331613347309978
13,0.9384241985751194,0.7936393012452932,0.14158331825417353,0.000100000005,0.8300194479820109,0.7610652503819668,0.9373880452468616,0.7909192799520092,0.14397867889213964,0.8253284631657,0.7600254235147428
14,0.9391121694173119,0.7959046699401713,0.14019757712794947,0.000100000005,0.8318051261769687,0.7637225654247084,0.9305810491577918,0.7660237153037256,0.17152796788375918,0.8007060219259823,0.7349033283586262
15,0.9391713758824625,0.7961116518752879,0.13989772176124624,1.0000001e-05,0.8316408347920431,0.7642241103173676,0.9353189925185773,0.7832819581031799,0.1481182114041152,0.817286229935013,0.7526392877602778
16,0.9394161920911378,0.7967628469520374,0.13952583860394077,1.0000001e-05,0.8326233853274236,0.7646039802664214,0.932688797421816,0.7746741997093713,0.15464168426369418,0.8071327621195497,0.7454042605993126
17,0.9392276202885688,0.796555545666477,0.1397009134115591,1.0000001e-05,0.8321511512441203,0.7646179868215447,0.9319866753425918,0.7724470067424934,0.16048114131979582,0.805472619894172,0.7427035155416537
18,0.9394454973004892,0.7972874965832506,0.13957849399188682,1.0000001e-05,0.8328815213933619,0.7653206413259087,0.9319991171860895,0.7718563452488234,0.15885727415565684,0.806715641302221,0.7405563338464047
19,0.9394380974846833,0.7968016603895878,0.139026898265829,1.0000001e-06,0.8328921252270239,0.7644362097982883,0.9348670353408621,0.7812540575235831,0.14936256710471224,0.8148842595204586,0.7509398470405771
20,0.9395301617290409,0.7973817658347137,0.13933592235778114,1.0000001e-06,0.8334145703446187,0.7650559298034363,0.9327551411981342,0.7740877653370385,0.15469263561633453,0.8082825887103041,0.743378307538874
21,0.939326495254014,0.7969937974210263,0.1396518832862463,1.0000001e-06,0.8324114138527342,0.7651761375244269,0.9356285899627108,0.7841521533597418,0.1472315665428378,0.8196685837096527,0.7522500923701695
22,0.9393942859680898,0.7973491788296668,0.13936523609587492,1.0000001e-06,0.8331949426554535,0.765191578410185,0.9367743778629464,0.7882967187576935,0.1454412502651455,0.8213960719709636,0.7584462896114638
23,0.9394132302251971,0.7970505888681776,0.1393432774379195,1.0000001e-07,0.8325337248581446,0.7651980131156502,0.9339727999783364,0.7785703870428711,0.15140821502990082,0.813348266657661,0.7473845238445186
24,0.9395893687735023,0.7976013510839985,0.1388618189243424,1.0000001e-07,0.8329788912020629,0.7658206665146857,0.9337129573862092,0.7773133730688015,0.15127564200333188,0.8093170467545004,0.7483799423490252
25,0.9395369710984034,0.7976028163326654,0.13938454856668298,1.0000001e-07,0.8333390652918833,0.7655251923441629,0.9342354039184185,0.7796633653280114,0.15009848325192426,0.8132188824044556,0.7494206092938656
