epoch,acc,f1,loss,lr,precision,recall,val_acc,val_f1,val_loss,val_precision,val_recall
32,0.9465265083733525,0.8222555790855526,0.12313740607418115,1.0000001e-05,0.8510212118330407,0.7960670228438724,0.9397694566670586,0.8015068026149974,0.13977226891687938,0.8231979683667672,0.7816552160166893
33,0.9465306519904181,0.82261016585142,0.12294029190471226,1.0000001e-05,0.8504357569675981,0.7972494896536169,0.9396367712181155,0.8014164476835427,0.14016878129053517,0.8249140118350502,0.779873379539041
34,0.9465469336921659,0.8221806781467043,0.12294283604465259,1.0000001e-05,0.850495190136376,0.7963381270610488,0.9396505928840958,0.8009530771680239,0.14004790085453947,0.8236508935439486,0.7801034836208119
35,0.9465608479223121,0.8227943695218036,0.12272725834144457,1.0000001e-06,0.8510661803834982,0.7970093476892461,0.9399505134390181,0.8025721087175257,0.14007817442928042,0.8252233382032699,0.781756254204181
36,0.9469829845376972,0.8238205643246035,0.12192451301895087,1.0000001e-06,0.8516222759920371,0.798425833856227,0.9399090500438915,0.8014004888654757,0.1395824633601333,0.8233455612879841,0.7812908252748121
37,0.9465638073637298,0.8222483615595458,0.12250731445049708,1.0000001e-06,0.8499142462139596,0.7970098314137661,0.9398053923574816,0.8020713775097823,0.1393920060967197,0.8255112887430591,0.7806537416802735
38,0.9465590712189932,0.8223983081791193,0.122592440198187,1.0000001e-06,0.8505501677184932,0.7967030321890883,0.9398565302375986,0.801344186919076,0.13958133285035607,0.8236596565286652,0.780860261656657
39,0.9468494757548608,0.8233294548148985,0.12250224210434547,1.0000001e-07,0.8515227133846694,0.7976203868936685,0.9403900339823811,0.8021265326427812,0.13759268671274186,0.8229937662597464,0.7828982262050405
40,0.9465442694203299,0.8225594556443205,0.12270760529220662,1.0000001e-07,0.8507772233307662,0.7968174761967147,0.940439790036498,0.8029921461554135,0.13876430697801734,0.8265775678538475,0.7813888755165228
41,0.9464453959138897,0.8222719139980703,0.12308979528983606,1.0000001e-07,0.8506911369087543,0.7963748539712808,0.9402324706566434,0.8035353729704849,0.13944876136399117,0.8253471692069237,0.7835185648012561
42,0.9463758295049248,0.8220610068031486,0.123250833573725,1.0000001e-07,0.8498013576343817,0.7967635098981548,0.9398731163569859,0.8019408584642811,0.1392617960687445,0.8243739414615792,0.7813605267460607
43,0.9467189269069289,0.8230465024688246,0.12259729147289965,1.0000001e-08,0.851090762986821,0.7974634064325247,0.9397183170839518,0.8021113579012766,0.14017815775230152,0.8239700767172485,0.7820049455185898
44,0.9466665295965814,0.8229001447225835,0.1226738197977076,1.0000001e-08,0.8502316810056578,0.7979782105264602,0.9400997850073486,0.8025145887326793,0.13927581218861732,0.8248721707768801,0.781989377887309
45,0.9467355050656159,0.8229704800271748,0.12259759238999554,1.0000001e-08,0.8504033633665355,0.7979232535635163,0.9398413261445631,0.8017483136233161,0.13967388809478584,0.8239300040637746,0.7814037816865104
